Locus_ID,Assembly_chainid,Assembly_speciestaxid
NZ_CP008817,742955,529
NZ_CP008818,742955,529
NZ_CP018781,2025625,571256
NZ_CP022605,2278035,271865
NZ_CP022602,2278035,271865
NZ_CP012161,1187845,1458307
NZ_CP007054,242935,794903
NZ_CP021170,1421015,1616788
NZ_CP009289,756615,44251
NZ_CP019795,2007765,1464
NZ_CP019796,2007765,1464
NZ_CP020328,2043025,1464
NZ_CP020329,2043025,1464
NZ_CP020558,2082155,1464
NZ_CP011513,1272655,59893
NZ_CP010270,819665,1406
NZ_CP010269,819665,1406
NZ_CP010977,949425,1566358
NZ_CP017771,1857945,1763538
NZ_CP017772,1857945,1763538
NZ_CP017773,1857945,1763538
NZ_CP018621,1908275,528191
NZ_CP019083,1956985,1387353
NZ_CP019084,1956985,1387353
NZ_CP013482,NA,NA
NZ_CP015372,1636275,93220
NZ_CP015373,1636275,93220
NZ_CP015374,1636275,93220
NZ_CP013069,1484065,121719
NZ_CP016890,1709315,549
NZ_CP016891,1709315,549
NZ_CP016892,1709315,549
NZ_CP014126,1558735,549
NZ_CP014127,1558735,549
NZ_CP014128,1558735,549
NZ_CP019707,2101395,1891675
NZ_CP014208,1543055,553
NZ_CP022429,2224585,553
NZ_CP022431,2224585,553
NZ_CP022428,2224585,553
NZ_CP022430,2224585,553
NZ_CP009881,784875,1484158
NZ_CP010325,784875,1484158
NZ_CP009882,784875,1484158
NZ_CP010326,784875,1484158
NZ_CP009883,784875,1484158
NZ_CP009884,784875,1484158
NZ_CP009867,784965,1484157
NZ_CP009868,784965,1484157
NZ_CP009869,784965,1484157
NZ_CP009870,784965,1484157
NZ_CP009871,784965,1484157
NZ_CP017582,2082215,66269
NZ_CP017583,2082215,66269
NZ_CP017584,2082215,66269
NZ_CP017585,2082215,66269
NZ_CP017586,2082215,66269
NZ_CP017587,2082215,66269
NZ_CP017588,2082215,66269
NZ_CP017589,2082215,66269
NZ_CP017590,2082215,66269
NZ_CP017591,2082215,66269
NZ_CP017592,2082215,66269
NZ_CP010024,961515,134537
NZ_CP022991,2278075,2026199
NZ_CP022992,2278075,2026199
NZ_CP022993,2278075,2026199
NZ_CP022994,2278075,2026199
NZ_CP022995,2278075,2026199
NZ_CP022996,2278075,2026199
NZ_CP018813,1922345,1926494
NZ_CP017563,1865575,948107
NZ_CP017565,1865575,948107
NZ_CP017564,1865575,948107
NZ_CP020613,2105555,1945662
NZ_CP020441,2073635,147645
NZ_CP020440,2073635,147645
NZ_CP020443,2073635,147645
NZ_CP020444,2073635,147645
NZ_CP020445,2073635,147645
NZ_CP020446,2073635,147645
NZ_CP020447,2073635,147645
NZ_CP020404,2073255,747
NZ_CP020346,2059225,747
NZ_CP009126,740965,29471
NZ_CP018764,1922325,1254
NZ_CP018765,1922325,1254
NZ_CP021488,2173595,1254
NZ_CP021489,2173595,1254
NZ_CP021485,2173575,1254
NZ_CP021486,2173575,1254
NZ_CP021530,2174215,1254
NZ_CP021531,2174215,1254
NZ_CP014934,1702215,187452
NZ_CP014935,1702215,187452
NZ_CP014937,1702235,187452
NZ_CP014938,1702235,187452
NZ_CP014939,1702235,187452
NZ_CP012270,1611035,51663
NZ_CP012271,1611035,51663
NZ_CP012272,1611035,51663
NZ_CP012273,1611035,51663
NZ_CP012274,1611035,51663
NZ_CP012276,1611075,51663
NZ_CP012277,1611075,51663
NZ_CP012278,1611075,51663
NZ_CP012279,1611075,51663
NZ_CP012280,1611075,51663
NZ_CP012281,1611075,51663
NZ_CP012282,1611075,51663
NZ_CP012284,1611115,51663
NZ_CP012285,1611115,51663
NZ_CP012286,1611115,51663
NZ_CP012287,1611115,51663
NZ_CP012289,1611135,51663
NZ_CP012290,1611135,51663
NZ_CP012291,1611135,51663
NZ_CP012292,1611135,51663
NZ_CP012293,1611135,51663
NZ_CP012295,1611155,51663
NZ_CP012296,1611155,51663
NZ_CP021926,2202155,1255
NZ_CP021928,2202155,1255
NZ_CP021471,2173535,1255
NZ_CP021472,2173535,1255
NZ_CP021473,2173535,1255
NZ_CP021475,2173535,1255
NZ_CP021476,2173535,1255
NZ_CP021477,2173535,1255
NZ_CP015919,1411765,1255
NZ_CP015920,1411765,1255
NZ_CP015921,1411765,1255
NZ_CP015091,1975705,1250539
NZ_CP015090,1975705,1250539
NZ_CP015092,1975705,1250539
NZ_CP015095,1975705,1250539
NZ_CP015089,1975705,1250539
NZ_CP015094,1975705,1250539
NZ_CP015097,1975705,1250539
NZ_CP015096,1975705,1250539
NZ_CP015456,1888165,29542
NZ_CP007453,597865,1731
NZ_CP012852,1308105,1085624
NZ_CP012853,1308105,1085624
NZ_CP012854,1308105,1085624
NZ_CP012855,1308105,1085624
NZ_CP012856,1308105,1085624
NZ_CP012857,1308105,1085624
NZ_CP012858,1308105,1085624
NZ_CP012859,1308105,1085624
NZ_CP012860,1308105,1085624
NZ_CP012861,1308105,1085624
NZ_CP012862,1308105,1085624
NZ_CP012863,1308105,1085624
NZ_CP012864,1308105,1085624
NZ_CP012865,1308105,1085624
NZ_CP012866,1308105,1085624
NZ_CP012867,1308105,1085624
NZ_CP010589,2381305,60890
NZ_CP010590,2381305,60890
NZ_CP010591,2381305,60890
NZ_CP010592,2381305,60890
NZ_CP010593,2381305,60890
NZ_CP010594,2381305,60890
NZ_CP021048,2381365,60890
NZ_CP021049,2381365,60890
NZ_CP021050,2381365,60890
NZ_CP021051,2381365,60890
NZ_CP021052,2381365,60890
NZ_CP021041,2381385,60890
NZ_CP021042,2381385,60890
NZ_CP021043,2381385,60890
NZ_CP021044,2381385,60890
NZ_CP021045,2381385,60890
NZ_CP021046,2381385,60890
NZ_CP010785,2393525,60890
NZ_CP010786,2393525,60890
NZ_CP010787,2393525,60890
NZ_CP010788,2393525,60890
NZ_CP010789,2393525,60890
NZ_CP010790,2393525,60890
NZ_CP010791,2393525,60890
NZ_CP010637,2381325,60890
NZ_CP010638,2381325,60890
NZ_CP010639,2381325,60890
NZ_CP010640,2381325,60890
NZ_CP010641,2381325,60890
NZ_CP010642,2381325,60890
NZ_CP010674,2381285,60890
NZ_CP010675,2381285,60890
NZ_CP010676,2381285,60890
NZ_CP010677,2381285,60890
NZ_CP010678,2381285,60890
NZ_CP010679,2381285,60890
NZ_CP010680,2381285,60890
NZ_CP019308,1969345,221822
NZ_CP019309,1969345,221822
NZ_CP019310,1969345,221822
NZ_CP019311,1969345,221822
NZ_CP010768,2412045,1580596
NZ_CP010769,2412045,1580596
NZ_CP010770,2412045,1580596
NZ_CP010771,2412045,1580596
NZ_CP010772,2412045,1580596
NZ_CP010773,2412045,1580596
NZ_CP010774,2412045,1580596
NZ_CP010775,2412045,1580596
NZ_CP010682,2407245,1580596
NZ_CP010683,2407245,1580596
NZ_CP010684,2407245,1580596
NZ_CP010685,2407245,1580596
NZ_CP010686,2407245,1580596
NZ_CP010687,2407245,1580596
NZ_CP010688,2407245,1580596
NZ_CP010644,2412025,1580596
NZ_CP010645,2412025,1580596
NZ_CP010646,2412025,1580596
NZ_CP010647,2412025,1580596
NZ_CP010648,2412025,1580596
NZ_CP010649,2412025,1580596
NZ_CP016365,1888185,1844006
NZ_CP016366,1888185,1844006
NZ_CP016367,1888185,1844006
NZ_CP016368,1888185,1844006
NZ_CP016369,1888185,1844006
NZ_CP021153,2142615,38293
NZ_CP021154,2142615,38293
NZ_CP021155,2142615,38293
NZ_CP021156,2142615,38293
NZ_AP018047,2356235,38293
NZ_AP018048,2356235,38293
NZ_CP013669,300295,1238
NZ_CP013817,1746795,1238
NZ_CP013818,1746795,1238
NZ_CP013819,1746795,1238
NZ_CP013820,1746795,1238
NZ_CP013812,1932935,1238
NZ_CP013813,1932935,1238
NZ_CP013814,1932935,1238
NZ_CP013815,1932935,1238
NZ_CP013792,1932855,1238
NZ_CP013793,1932855,1238
NZ_CP013794,1932855,1238
NZ_CP013795,1932855,1238
NZ_CP013758,1932595,1238
NZ_CP013759,1932595,1238
NZ_CP013760,1932595,1238
NZ_CP013761,1932595,1238
NZ_CP013797,1932875,1238
NZ_CP013798,1932875,1238
NZ_CP013799,1932875,1238
NZ_CP013800,1932875,1238
NZ_CP013976,1534725,1238
NZ_CP013977,1534725,1238
NZ_CP013978,1534725,1238
NZ_CP011850,NA,NA
NZ_CP011851,NA,NA
NZ_CP011852,NA,NA
NZ_CP012414,756435,1238
NZ_CP012415,756435,1238
NZ_CP012416,756435,1238
NZ_CP012417,756435,1238
NZ_CP013763,1932735,1238
NZ_CP013764,1932735,1238
NZ_CP013765,1932735,1238
NZ_CP013766,1932735,1238
NZ_CP013767,1932735,1238
NZ_CP013802,1932895,1238
NZ_CP013803,1932895,1238
NZ_CP013804,1932895,1238
NZ_CP013805,1932895,1238
NZ_CP013769,1932755,1238
NZ_CP013770,1932755,1238
NZ_CP013771,1932755,1238
NZ_CP013772,1932755,1238
NZ_CP013822,1932955,1238
NZ_CP013823,1932955,1238
NZ_CP013824,1932955,1238
NZ_CP013825,1932955,1238
NZ_CP013807,1932915,1238
NZ_CP013808,1932915,1238
NZ_CP013809,1932915,1238
NZ_CP013810,1932915,1238
NZ_CP012509,756415,1238
NZ_CP012510,756415,1238
NZ_CP012511,756415,1238
NZ_CP012512,756415,1238
NZ_CP013774,1932775,1238
NZ_CP013775,1932775,1238
NZ_CP013776,1932775,1238
NZ_CP013777,1932775,1238
NZ_CP013782,1932815,1238
NZ_CP013783,1932815,1238
NZ_CP013784,1932815,1238
NZ_CP013785,1932815,1238
NZ_CP013779,1932795,1238
NZ_CP013780,1932795,1238
NZ_CP013787,1932835,1238
NZ_CP013788,1932835,1238
NZ_CP013789,1932835,1238
NZ_CP013790,1932835,1238
NZ_CP013946,1514395,1238
NZ_CP013947,1514395,1238
NZ_CP013948,1514395,1238
NZ_CP013945,1514395,1238
NZ_CP011274,1610895,1636152
NZ_CP011275,1610895,1636152
NZ_CP011276,1610895,1636152
NZ_CP011277,1610895,1636152
NZ_CP016536,NA,NA
NZ_CP016544,NA,NA
NZ_CP019641,1999905,192421
NZ_CP019642,1999905,192421
NZ_CP019643,1999905,192421
NZ_CP009130,785555,1526927
NZ_CP014767,1611675,388950
NZ_CP016354,2240355,530584
NZ_CP014353,1602115,1748
NZ_CP017041,1717565,671223
NZ_CP021695,2180235,584
NZ_CP021853,2197405,584
NZ_CP021854,2197405,584
NZ_CP021855,2197405,584
NZ_CP021551,2180115,584
NZ_CP017086,2310895,584
NZ_CP017083,2310875,584
NZ_CP017084,2310875,584
NZ_LN879503,1499655,389348
NZ_CP017672,1874625,587
NZ_CP008919,754345,588
NZ_CP017055,1888205,588
NZ_CP017056,1888205,588
NZ_CP011027,238395,394751
NZ_CP011038,2221505,28109
NZ_CP013613,1482385,43658
NZ_CP013139,310105,283699
NZ_CP017294,2215345,287
NZ_CP015601,1647715,219572
NZ_CP015602,1647715,219572
NZ_CP011111,963835,587753
NZ_CP015879,1654435,53408
NZ_CP015640,1708485,294
NZ_CP021133,2128325,296
NZ_CP021134,2128325,296
NZ_CP021135,2128325,296
NZ_CP018320,1952935,104087
NZ_CP017887,1874645,104087
NZ_CP005961,257545,75612
NZ_CP013125,733715,300
NZ_AP014863,2355475,330
NZ_CP018759,1913135,237610
NZ_AP015030,2356095,303
NZ_AP015031,2356095,303
NZ_AP015032,2356095,303
NZ_AP015033,2356095,303
NZ_CP009975,495455,303
NZ_LT222313,900074915,1583341
NZ_LT222314,900074915,1583341
NZ_LT222315,900074915,1583341
NZ_LT222316,900074915,1583341
NZ_LT222317,900074915,1583341
NZ_LT222318,900074915,1583341
NZ_CP010893,931465,1611770
NZ_CP010894,931465,1611770
NZ_CP015993,1708505,1856685
NZ_CP007510,661915,316
NZ_CP007015,452705,317
NZ_CP012180,344355,317
NZ_CP011973,NA,NA
NZ_CP018203,344335,317
NZ_CP018204,344335,317
NZ_CP019731,2024285,317
NZ_CP019733,2024305,317
NZ_CP017008,1913215,317
NZ_CP017010,1913235,317
NZ_CP017011,1913235,317
NZ_CP006257,988395,317
NZ_CP005971,1281365,317
NZ_CP012182,1420975,1688404
NZ_CP012183,1420975,1688404
NZ_CP012186,1420995,1096856
NZ_CP012185,1420995,1096856
NZ_CP010990,1294425,1096868
NZ_CP010991,1294425,1096868
NZ_CP011869,1294645,1641402
NZ_CP013855,1698125,1690815
NZ_CP013856,1698125,1690815
NZ_CP014946,1606025,261164
NZ_CP022042,2208765,330922
NZ_CP012534,1593305,1699624
NZ_CP012535,1593305,1699624
NZ_CP012536,1593305,1699624
NZ_CP012537,1593305,1699624
NZ_CP012538,1593305,1699624
NZ_CP012539,1593305,1699624
NZ_CP012540,1593305,1699624
NZ_CP012530,1593285,1699622
NZ_CP012531,1593285,1699622
NZ_CP012532,1593285,1699622
NZ_CP012707,1298525,45610
NZ_CP012708,1298525,45610
NZ_CP012709,1298525,45610
NZ_CP012710,1298525,45610
NZ_CP012711,1298525,45610
NZ_CP016024,1663855,190721
NZ_CP016025,1663855,190721
NZ_CP012607,1653935,190721
NZ_CP010801,954135,105219
NZ_CP016555,1887535,305
NZ_CP016613,2155245,305
NZ_CP009763,1879565,305
NZ_CP016915,2220465,305
NZ_CP015116,1891105,305
NZ_CP012944,1587155,305
NZ_CP014703,1586135,305
NZ_CP016905,1708525,305
NZ_CP021449,2162015,305
NZ_CP012941,1587135,305
NZ_CP012942,1587135,305
NZ_CP012940,1587135,305
NZ_CP012688,1299555,305
NZ_CP015851,1663415,305
NZ_CP021328,2214825,54291
NZ_CP013339,1455225,54291
NZ_CP013340,1455225,54291
NZ_CP017242,1908375,29449
NZ_CP017243,1908375,29449
NZ_CP017244,1908375,29449
NZ_CP007642,816125,29449
NZ_CP007643,816125,29449
NZ_CP007644,816125,29449
NZ_CP007645,816125,29449
NZ_CP013501,1664265,29449
NZ_CP013502,1664265,29449
NZ_CP013503,1664265,29449
NZ_CP013504,1664265,29449
NZ_CP020907,2119845,29449
NZ_CP020908,2119845,29449
NZ_CP020909,2119845,29449
NZ_CP020910,2119845,29449
NZ_CP020911,2119845,29449
NZ_CP006878,816845,56730
NZ_CP006879,816845,56730
NZ_CP006880,816845,56730
NZ_CP017102,1908615,56730
NZ_CP017103,1908615,56730
NZ_CP017104,1908615,56730
NZ_CP017105,1908615,56730
NZ_CP007068,520875,384
NZ_CP007069,520875,384
NZ_CP007070,520875,384
NZ_CP007046,517605,384
NZ_CP007047,517605,384
NZ_CP007048,517605,384
NZ_CP007049,517605,384
NZ_CP007050,517605,384
NZ_CP022565,2240185,384
NZ_CP022566,2240185,384
NZ_CP022567,2240185,384
NZ_CP022568,2240185,384
NZ_CP022569,2240185,384
NZ_CP022570,2240185,384
NZ_CP022666,2243365,384
NZ_CP022667,2243365,384
NZ_CP022668,2243365,384
NZ_CP022669,2243365,384
NZ_CP022670,2243365,384
NZ_CP022671,2243365,384
NZ_CP018229,1890425,384
NZ_CP018230,1890425,384
NZ_CP018231,1890425,384
NZ_CP018232,1890425,384
NZ_CP018233,1890425,384
NZ_CP018234,1890425,384
NZ_CP018235,1890425,384
NZ_CP018236,1890425,384
NZ_CP020898,172715,396
NZ_CP020897,172715,396
NZ_CP020899,172715,396
NZ_CP020900,172715,396
NZ_CP013586,1664165,396
NZ_CP013587,1664165,396
NZ_CP013588,1664165,396
NZ_CP013589,1664165,396
NZ_CP013581,1664105,396
NZ_CP013582,1664105,396
NZ_CP013583,1664105,396
NZ_CP013584,1664105,396
NZ_CP013575,1664365,396
NZ_CP013576,1664365,396
NZ_CP013577,1664365,396
NZ_CP013578,1664365,396
NZ_CP013579,1664365,396
NZ_CP013572,1664405,396
NZ_CP013569,1664405,396
NZ_CP013570,1664405,396
NZ_CP013571,1664405,396
NZ_CP013573,1664405,396
NZ_CP013564,1664125,396
NZ_CP013565,1664125,396
NZ_CP013566,1664125,396
NZ_CP013567,1664125,396
NZ_CP013558,1664425,396
NZ_CP013559,1664425,396
NZ_CP013560,1664425,396
NZ_CP013561,1664425,396
NZ_CP013562,1664425,396
NZ_CP013553,1664285,396
NZ_CP013554,1664285,396
NZ_CP013555,1664285,396
NZ_CP013556,1664285,396
NZ_CP013548,1664445,396
NZ_CP013549,1664445,396
NZ_CP013550,1664445,396
NZ_CP013551,1664445,396
NZ_CP013543,1664245,396
NZ_CP013544,1664245,396
NZ_CP013545,1664245,396
NZ_CP013546,1664245,396
NZ_CP013538,1664205,396
NZ_CP013539,1664205,396
NZ_CP013540,1664205,396
NZ_CP013541,1664205,396
NZ_CP013533,1664385,396
NZ_CP013534,1664385,396
NZ_CP013535,1664385,396
NZ_CP013536,1664385,396
NZ_CP013528,1664225,396
NZ_CP013529,1664225,396
NZ_CP013530,1664225,396
NZ_CP013531,1664225,396
NZ_CP013523,1664185,396
NZ_CP013524,1664185,396
NZ_CP013525,1664185,396
NZ_CP013526,1664185,396
NZ_CP022999,2277895,2028343
NZ_CP023000,2277895,2028343
NZ_CP020948,172795,2020312
NZ_CP020949,172795,2020312
NZ_CP020950,172795,2020312
NZ_CP020951,172795,2020312
NZ_CP020952,172795,2020312
NZ_CP006987,698845,1301032
NZ_CP006988,698845,1301032
NZ_CP006989,698845,1301032
NZ_CP006990,698845,1301032
NZ_CP006991,698845,1301032
NZ_CP021125,172695,2020311
NZ_CP021126,172695,2020311
NZ_CP021127,172695,2020311
NZ_CP021128,172695,2020311
NZ_CP013518,1664345,1703960
NZ_CP013519,1664345,1703960
NZ_CP013520,1664345,1703960
NZ_CP013521,1664345,1703960
NZ_CP013512,1664305,1703961
NZ_CP013513,1664305,1703961
NZ_CP013514,1664305,1703961
NZ_CP013515,1664305,1703961
NZ_CP013516,1664305,1703961
NZ_CP013506,1664085,1703962
NZ_CP013507,1664085,1703962
NZ_CP013508,1664085,1703962
NZ_CP013509,1664085,1703962
NZ_CP013510,1664085,1703962
NZ_CP013631,1664485,1703969
NZ_CP013632,1664485,1703969
NZ_CP013633,1664485,1703969
NZ_CP013634,1664485,1703969
NZ_CP013635,1664485,1703969
NZ_CP013496,1664325,1703964
NZ_CP013497,1664325,1703964
NZ_CP013498,1664325,1703964
NZ_CP013499,1664325,1703964
NZ_CP013491,1664465,1703965
NZ_CP013492,1664465,1703965
NZ_CP013493,1664465,1703965
NZ_CP013494,1664465,1703965
NZ_CP013602,1664145,1703966
NZ_CP013603,1664145,1703966
NZ_CP013604,1664145,1703966
NZ_CP013605,1664145,1703966
NZ_CP013606,1664145,1703966
NZ_CP013596,1664545,1703967
NZ_CP013597,1664545,1703967
NZ_CP013598,1664545,1703967
NZ_CP013599,1664545,1703967
NZ_CP013600,1664545,1703967
NZ_CP013591,1664525,1703968
NZ_CP013592,1664525,1703968
NZ_CP013593,1664525,1703968
NZ_CP013594,1664525,1703968
NZ_FO082821,967425,1125847
NZ_FO082822,967425,1125847
NZ_CP021031,2117485,1981173
NZ_CP021032,2117485,1981173
NZ_CP021033,2117485,1981173
NZ_CP021025,2117725,2020313
NZ_CP021026,2117725,2020313
NZ_CP021027,2117725,2020313
NZ_CP021028,2117725,2020313
NZ_CP021029,2117725,2020313
NZ_CP023450,2355275,1850238
NZ_CP023451,2355275,1850238
NZ_CP023452,2355275,1850238
NZ_CP023453,2355275,1850238
NZ_CP023549,2407205,2033869
NZ_CP023550,2407205,2033869
NZ_CP023551,2407205,2033869
NZ_CP017782,1856665,1850250
NZ_CP017783,1856665,1850250
NZ_CP017784,1856665,1850250
NZ_CP015212,1685625,1063
NZ_CP015213,1685625,1063
NZ_CP015214,1685625,1063
NZ_CP015215,1685625,1063
NZ_CP015216,1685625,1063
NZ_CP012966,NA,NA
NZ_CP012967,NA,NA
NZ_CP012962,1576595,1063
NZ_CP012963,1576595,1063
NZ_CP012964,1576595,1063
NZ_CP012965,1576595,1063
NZ_CP023455,2356635,2033435
NZ_CP007256,696675,1833
NZ_CP007257,696675,1833
NZ_CP011296,975175,1833
NZ_CP011297,975175,1833
NZ_CP011298,975175,1833
NZ_CP015236,1620305,1828
NZ_CP015237,1620305,1828
NZ_CP003950,599545,37919
NZ_CP003951,599545,37919
NZ_CP003952,599545,37919
NZ_CP003953,599545,37919
NZ_CP003954,599545,37919
NZ_CP003955,599545,37919
NZ_CP003956,599545,37919
NZ_CP003957,599545,37919
NZ_CP003958,599545,37919
NZ_CP009112,1685605,37919
NZ_CP009113,1685605,37919
NZ_CP015204,1682295,1723645
NZ_CP015205,1682295,1723645
NZ_CP015203,1682295,1723645
NZ_CP018064,1886355,1570939
NZ_CP014942,2079265,1807790
NZ_CP016821,763325,935199
NZ_CP016820,763325,935199
NZ_CP016822,763325,935199
NZ_CP015221,1620005,1653479
NZ_CP015530,1700945,1033922
NZ_CP017300,1942025,1045808
NZ_CP017301,1942025,1045808
NZ_CP017302,1942025,1045808
NZ_CP017303,1942025,1045808
NZ_CP017304,1942025,1045808
NZ_CP019241,1955735,81479
NZ_CP019242,1955735,81479
NZ_CP019237,1955695,1842727
NZ_CP019238,1955695,1842727
NZ_CP020385,2073975,308754
NZ_CP020386,2073975,308754
NZ_CP015040,2079305,1564506
NZ_CP015041,2079305,1564506
NZ_CP015042,2079305,1564506
NZ_CP015043,2079305,1564506
NZ_CP015419,1633165,35806
NZ_CP015420,1633165,35806
NZ_AP014801,1548075,35806
NZ_AP014802,1548075,35806
NZ_AP014803,1548075,35806
NZ_CP015422,1633145,35806
NZ_CP015015,2078335,33989
NZ_CP015013,2078335,33989
NZ_CP015014,2078335,33989
NZ_CP015011,2078315,33990
NZ_CP013134,1442475,33992
NZ_CP013135,1442475,33992
NZ_CP009218,746585,1528098
NZ_CP009219,746585,1528098
NZ_CP015585,1941945,257708
NZ_CP015586,1941945,257708
NZ_CP015587,1941945,257708
NZ_CP020475,2080415,215743
NZ_CP020476,2080415,215743
NZ_CP023509,2386365,43675
NZ_CP007515,661895,42256
NZ_CP007516,661895,42256
NZ_CP007517,661895,42256
NZ_CP015231,376545,379347
NZ_CP015232,376545,379347
NZ_CP015233,376545,379347
NZ_CP015234,376545,379347
NZ_CP012644,1310085,512763
NZ_CP012645,1310085,512763
NZ_CP014807,1617605,241244
NZ_CP011363,NA,NA
NZ_CP011362,NA,NA
NZ_CP015725,1647755,28901
NZ_CP022066,2209205,28901
NZ_CP022067,2209205,28901
NZ_CP022068,2209205,28901
NZ_CP012397,1705055,28901
NZ_CP017233,2313085,28901
NZ_CP017178,2313105,28901
NZ_CP014050,1558355,28901
NZ_CP022492,2234735,28901
NZ_CP022493,2234735,28901
NZ_CP022495,2234755,28901
NZ_CP022496,2234755,28901
NZ_CP022498,2234795,28901
NZ_CP022499,2234795,28901
NZ_CP022136,2211825,28901
NZ_CP022137,2211825,28901
NZ_CP011290,1629755,28901
NZ_CP011291,1629755,28901
NZ_CP011293,1629775,28901
NZ_CP011294,1629775,28901
NZ_CP014622,NA,NA
NZ_CP014658,1620115,28901
NZ_CP014660,NA,NA
NZ_CP014662,1620155,28901
NZ_CP013221,1447115,28901
NZ_CP013223,1447115,28901
NZ_CP013224,1447095,28901
NZ_CP013225,1447095,28901
NZ_CP014707,NA,NA
NZ_CP012834,505365,28901
NZ_CP012835,505365,28901
NZ_CP012345,487295,28901
NZ_CP019180,1953035,28901
NZ_CP011395,335875,28901
NZ_CP007599,280315,28901
NZ_CP007529,329365,28901
NZ_CP022004,1973275,28901
NZ_CP013098,1484025,28901
NZ_CP007508,612325,28901
NZ_CP009767,1305235,28901
NZ_CP011944,1647045,28901
NZ_CP011945,1647045,28901
NZ_CP011943,1647045,28901
NZ_CP008927,754375,28901
NZ_CP005994,505705,28901
NZ_CP016526,1690135,28901
NZ_CP016527,1690135,28901
NZ_CP016528,1690135,28901
NZ_CP016529,1690135,28901
NZ_CP016515,1690055,28901
NZ_CP016516,1690055,28901
NZ_CP012925,1441225,28901
NZ_CP012927,1441225,28901
NZ_CP012926,1441225,28901
NZ_CP012928,1441225,28901
NZ_CP012929,1441225,28901
NZ_CP016562,1692555,28901
NZ_CP016564,1692495,28901
NZ_CP016566,1692595,28901
NZ_CP016567,1692595,28901
NZ_CP016568,1692595,28901
NZ_CP016570,1692575,28901
NZ_CP016571,1692575,28901
NZ_CP016572,1692575,28901
NZ_CP016574,1692515,28901
NZ_CP016575,1692515,28901
NZ_CP016577,1692615,28901
NZ_CP016578,1692615,28901
NZ_CP016518,1690075,28901
NZ_CP016519,1690075,28901
NZ_CP016520,1690075,28901
NZ_CP012932,1441245,28901
NZ_CP012931,1441245,28901
NZ_CP012933,1441245,28901
NZ_CP012934,1441245,28901
NZ_CP012935,1441245,28901
NZ_CP012936,1441245,28901
NZ_CP016531,1690095,28901
NZ_CP016532,1690095,28901
NZ_CP016533,1690095,28901
NZ_CP016522,1690115,28901
NZ_CP016523,1690115,28901
NZ_CP016524,1690115,28901
NZ_CP012922,1441205,28901
NZ_CP012923,1441205,28901
NZ_CP016508,1690005,28901
NZ_CP016509,1690005,28901
NZ_CP016505,1689935,28901
NZ_CP016506,1689935,28901
NZ_CP016587,1692635,28901
NZ_CP016580,1692535,28901
NZ_CP016582,1692655,28901
NZ_CP016583,1692655,28901
NZ_CP016584,1692655,28901
NZ_CP016585,1692655,28901
NZ_CP016511,1690035,28901
NZ_CP016512,1690035,28901
NZ_CP016513,1690035,28901
NZ_CP022451,2224405,28901
NZ_CP022452,2224405,28901
NZ_CP022453,2224405,28901
NZ_CP022454,2224405,28901
NZ_CP016413,1931615,28901
NZ_CP016407,1931555,28901
NZ_CP016409,1931575,28901
NZ_CP016411,1931595,28901
NZ_CP019182,487155,28901
NZ_CP022118,2211585,28901
NZ_CP022119,2211585,28901
NZ_CP017721,2196535,28901
NZ_CP017722,2196535,28901
NZ_CP019200,487035,28901
NZ_CP019199,487035,28901
NZ_CP009567,272895,28901
NZ_CP009568,272895,28901
NZ_CP009566,272895,28901
NZ_CP009570,NA,NA
NZ_CP016011,1890165,28901
NZ_CP016013,1890185,28901
NZ_CP022036,2208255,28901
NZ_CP022035,2208255,28901
NZ_CP012348,330485,28901
NZ_CP022018,2208315,28901
NZ_CP022019,2208315,28901
NZ_CP019193,486585,28901
NZ_CP019205,1953675,28901
NZ_CP019207,1953695,28901
NZ_CP019173,1952995,28901
NZ_CP023167,2290205,28901
NZ_LN868944,1457675,28901
NZ_LN868945,1457675,28901
NZ_LN868946,1457675,28901
NZ_CP016838,1969425,28901
NZ_CP017724,487935,28901
NZ_CP017725,487935,28901
NZ_CP017726,487935,28901
NZ_CP014995,1535315,28901
NZ_LT904889,1359015,28901
NZ_LT904892,1357935,28901
NZ_LT882487,900185485,28901
NZ_LT904873,1362135,28901
NZ_LT904874,1362135,28901
NZ_LT883154,1157245,28901
NZ_LT904895,1362175,28901
NZ_LT904879,1240865,28901
NZ_LT904880,1240865,28901
NZ_LT905089,1364695,28901
NZ_LT904853,1361075,28901
NZ_LT855377,900184385,28901
NZ_CP014976,1623805,28901
NZ_CP014966,1623645,28901
NZ_CP014968,1623685,28901
NZ_CP014980,NA,NA
NZ_LN999012,493535,28901
NZ_AP014566,828595,28901
NZ_CP017729,486345,28901
NZ_CP014970,1623725,28901
NZ_CP014978,1623845,28901
NZ_CP014973,NA,NA
NZ_CP014974,NA,NA
NZ_CP007582,636135,28901
NZ_CP016386,1729225,28901
NZ_CP016387,1729225,28901
NZ_CP016388,1729225,28901
NZ_CP016389,1729225,28901
NZ_CP016390,1729225,28901
NZ_CP017618,1886995,28901
NZ_CP017619,1886995,28901
NZ_CP017620,1887015,28901
NZ_CP012683,1293505,28901
NZ_CP012684,1293505,28901
NZ_CP012682,1293505,28901
NZ_CP019443,1989635,28901
NZ_CP019444,1989635,28901
NZ_CP009103,743055,28901
NZ_CP015158,1705365,28901
NZ_CP013721,2009155,28901
NZ_CP014577,1617585,28901
NZ_CP014357,1576275,28901
NZ_CP014537,1577505,28901
